column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,70993,0.9209942529481209,0.9692946678715394,619
ses_census_foreign_born_share,71878,0.9324753836773348,0.9706431134521106,775
ses_census_share_ge65,71878,0.9324753836773348,0.9706431134521106,729
ses_census_share_u15,71878,0.9324753836773348,0.9706431134521106,654
