typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,6417,153935.9680809714,0.62523511512064,7.912695031528352e-05,0.75
LH,3950,30731.762137350393,0.12482187936544756,7.912695031528352e-05,0.75
HL,11144,32478.559011999285,0.13191676926433715,7.912695031528352e-05,0.75
HH,14445,29058.64129612455,0.11802623624957533,7.912695031528352e-05,0.75
